Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"Manunda",77,44,357,319,775,1390,16,373,205,860,986,5394,
"Manyung",0,0,6,8,10,17,0,9,0,10,10,66,
"Mapleton",44,32,211,169,210,426,4,88,45,162,177,1564,
"Mapoon",0,3,5,8,50,92,0,46,6,25,86,313,
"Maramie",0,0,0,0,0,3,0,0,0,0,4,12,
"Marburg",14,6,55,65,160,231,0,71,11,84,179,873,
"Marcoola",78,49,305,259,639,897,0,105,61,244,534,3173,
"Marcus Beach",29,21,136,84,104,177,0,15,22,41,128,753,
"Mareeba",93,76,671,545,1536,3060,4,1185,274,1478,2147,11078,
"Margate (Qld)",130,85,616,571,1215,2082,3,561,223,558,1353,7403,
"Maria Creeks",3,0,5,10,21,25,0,10,6,11,26,117,
"Marian",23,33,183,162,825,999,6,191,50,333,1110,3905,
"Marlborough",4,0,6,3,18,59,0,15,3,14,24,145,
"Marmadua",0,0,0,0,0,5,0,0,0,0,3,4,
"Marmor",0,4,6,12,37,66,0,25,5,27,37,212,
"Marodian",0,0,0,0,0,0,0,0,0,0,0,0,
"Maroochy River",48,24,164,126,267,379,0,55,49,104,313,1528,
"Maroochydore",416,245,1791,1322,2832,4951,12,1109,498,1819,1808,16798,
"Maroon",0,0,11,5,26,40,0,21,4,22,24,147,
"Maroondan",0,0,13,18,57,90,0,48,15,46,64,352,
"Marsden",102,52,480,681,1830,4124,10,922,407,1388,4071,14071,
"Marshlands",0,0,0,5,0,0,0,0,0,6,4,15,
"Martyville",0,0,8,10,18,33,0,14,0,9,25,119,
"Maryborough (Qld)",111,128,676,786,2418,4637,23,1822,369,1713,2718,15407,
"Maryborough West",7,4,27,38,92,166,0,64,10,45,76,537,
"Marys Creek",0,0,3,3,16,14,0,0,0,11,24,83,
"Maryvale (Livingstone - Qld)",0,0,0,0,0,12,0,0,4,8,3,29,
"Maryvale (Southern Downs - Qld)",0,4,19,25,48,80,0,24,10,48,48,301,
"Masig Island",0,3,4,8,41,75,4,25,0,15,92,267,
"Massie",0,0,9,7,17,26,0,8,0,6,11,92,
"Maudsland",112,66,541,469,876,1286,0,193,129,322,1575,5571,
"Maxwelton",0,0,0,4,4,10,0,0,0,3,5,25,
"May Downs",0,0,6,9,12,28,0,3,0,3,24,94,
"McCutcheon",0,0,0,0,4,10,0,0,0,0,6,25,
"McDesme",0,5,9,14,62,83,0,23,5,7,60,273,
"McDowall",362,197,1157,626,824,1850,6,225,181,314,1496,7237,
"McEwens Beach",0,0,9,8,34,65,0,17,3,24,29,197,
"McIlwraith",0,0,10,11,32,52,0,14,3,28,35,193,
"McIntosh Creek",0,0,6,9,25,32,0,11,0,8,27,120,
"McKinlay",5,0,22,6,37,58,0,12,5,21,15,177,
"Meadowbrook",56,27,248,203,485,921,0,160,81,296,634,3113,
"Meadowvale",0,4,26,15,69,133,3,50,6,73,86,475,
"Meandarra",0,0,21,11,34,81,0,29,8,19,52,263,
"Meikleville Hill",13,13,54,33,68,125,0,24,7,54,72,466,
"Melawondi",0,0,0,3,6,5,0,0,0,4,8,36,
"Meldale",9,0,11,11,37,84,0,25,6,28,10,221,
"Melrose (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,
"Memerambi",0,0,7,12,50,77,0,30,3,28,63,274,
"Mena Creek",3,0,15,14,33,66,0,10,0,40,49,240,
"Mentmore",0,0,0,0,0,0,0,0,0,0,0,0,
"Menzies (Qld)",20,10,98,48,181,252,0,50,12,111,205,984,
"Mer Island",0,3,5,5,29,97,0,46,4,127,133,453,
"Meridan Plains",44,36,315,292,608,942,3,204,91,272,872,3675,
"Meringandan",3,4,42,32,84,110,0,17,9,18,167,489,
"Meringandan West",30,18,144,163,467,485,0,94,45,113,651,2215,
"Merlwood",0,0,11,6,13,25,0,9,0,8,24,88,
"Mermaid Beach",233,114,1126,598,937,1723,4,212,185,734,659,6530,
"Mermaid Waters",318,137,1412,1042,1799,3419,7,551,330,967,2057,12042,
"Merrimac",124,69,614,587,1015,1991,3,327,165,851,1334,7070,
"Merritts Creek",0,0,5,4,13,16,0,3,5,7,21,85,
"Merryburn",4,0,0,4,42,72,0,10,0,14,46,187,
"Merryvale",0,0,0,0,3,0,0,0,0,11,3,20,
"Mexico",0,0,0,0,3,10,0,4,0,0,7,28,
"Mia Mia (Qld)",0,0,6,5,24,34,0,10,6,12,29,123,
"Miallo",3,7,10,25,86,85,0,28,3,50,80,377,
"Miami",201,109,995,617,1116,1701,0,255,188,741,914,6846,
"Miara",0,0,4,0,9,9,0,10,0,8,0,34,
"Mica Creek",0,0,10,5,38,50,0,3,0,40,45,198,
"Middle Park (Qld)",239,113,697,359,422,1027,0,117,112,125,742,3955,
"Middle Ridge",348,138,1009,492,779,1746,0,326,142,636,1522,7142,
"Middlebrook",0,0,3,5,10,20,0,0,3,6,5,54,
"Middlemount",22,16,121,66,332,444,3,53,21,252,514,1840,
"Middleton (Qld)",0,0,0,0,0,3,0,0,0,4,3,11,
"Midge Point",5,0,13,20,90,128,0,44,10,65,87,458,
"Midgee (Qld)",0,0,0,3,7,13,0,3,0,8,9,48,
"Midgenoo",0,0,3,4,5,17,0,4,0,6,11,50,
"Midgeree Bar",0,0,6,5,3,9,0,0,5,6,9,51,
"Mighell",4,0,24,14,55,105,0,53,10,56,59,379,
"Milbong",0,0,12,11,25,43,0,10,4,22,30,163,
"Miles",11,13,98,102,250,428,0,171,35,245,408,1750,
"Miles End",0,0,15,9,55,59,0,17,6,31,71,265,
"Milford",0,0,14,15,39,45,0,21,0,28,40,203,
"Millaa Millaa",8,0,26,28,69,176,4,52,7,58,82,512,
"Millaroo",0,0,0,4,13,36,0,13,3,4,22,96,
"Millbank (Qld)",28,17,134,102,376,731,6,366,64,284,405,2517,
"Millchester",0,9,33,16,83,157,0,60,11,50,132,542,
"Millmerran",17,5,90,59,229,431,0,168,49,212,304,1568,
"Millmerran Downs",0,0,4,0,12,30,0,10,3,25,4,89,
"Millmerran Woods",0,0,0,6,15,20,0,10,0,35,8,89,
"Millstream (Qld)",8,7,32,41,180,329,0,99,21,287,234,1246,
"Millwood",0,0,0,0,0,11,0,7,0,0,6,22,
"Milman",0,0,4,6,22,30,0,8,0,16,18,108,
"Milora",0,0,3,8,16,31,0,8,0,12,13,108,
"Milton (Qld)",209,69,648,162,192,493,0,25,34,201,233,2273,
"Mimosa (Qld)",0,0,0,4,6,10,0,0,0,4,6,30,
"Min Min",0,0,0,0,0,0,0,0,0,0,0,0,
"Minbun",0,0,7,8,12,21,0,6,0,4,18,73,
"Minden",7,10,65,75,243,329,0,90,33,80,281,1203,
"Minerva",0,0,3,3,6,25,0,3,0,0,12,48,
"Mingo",0,0,0,0,3,3,0,5,0,0,0,11,
"Mingoola (Qld)",0,0,0,0,5,8,0,0,0,0,0,17,
"Minnamoolka",0,0,0,0,0,15,0,0,0,4,10,34,
"Minnie Downs",0,0,3,0,0,0,0,0,0,0,5,14,
"Minyama",68,35,318,187,461,765,0,163,71,178,309,2544,
"Mirani",5,17,76,57,255,425,0,122,25,213,351,1535,
"Miriam Vale",0,3,22,18,95,159,0,64,12,48,84,511,
"Mirriwinni",0,0,25,22,66,149,0,42,11,59,75,452,
"Missen Flat",0,0,0,5,0,4,0,0,0,4,3,18,
"Mission Beach",4,8,68,60,166,222,0,33,28,83,140,811,
"Mission River",3,0,10,19,79,389,3,126,14,54,292,989,
"Mistake Creek",0,0,0,0,3,7,0,0,0,5,10,36,
"Mitchell (Qld)",3,3,52,65,118,317,0,138,32,97,199,1031,
"Mitchelton",451,223,1447,721,955,1949,4,431,162,429,1800,8558,
"Miva",0,0,4,3,11,12,0,0,3,7,12,55,
"Moa Island",0,7,8,26,71,103,0,35,4,56,140,443,
"Moffat Beach",66,49,350,202,387,683,0,124,83,192,423,2556,
"Moffatdale",0,0,19,5,30,52,0,23,5,15,36,179,
"Moggill",294,83,764,420,488,986,0,111,83,212,1199,4642,
"Molangul",0,0,0,0,3,4,0,0,0,0,7,14,
"Molendinar",175,76,718,500,922,1924,0,333,172,426,1140,6378,
"Mon Repos",0,0,4,0,0,6,0,3,0,0,0,27,
"Mona Mona",0,0,0,0,4,9,0,3,3,8,3,31,
"Mona Park",0,0,9,10,14,39,0,4,0,9,14,106,
"Monal",0,0,6,5,3,14,0,7,0,7,3,33,
"Monduran",0,0,0,0,11,31,0,9,0,18,17,89,
"Mondure",4,0,0,5,13,40,0,10,0,8,22,99,
"Monkland",10,10,39,61,200,359,0,107,35,81,226,1121,
"Monogorilby",0,0,3,0,8,13,0,3,3,3,18,44,
"Mons",38,16,135,109,110,225,0,35,21,60,195,945,
"Monsildale",0,0,0,0,0,5,0,0,5,4,0,20,
"Monto",6,19,47,45,166,300,0,189,30,196,196,1191,
"Montrose (Southern Downs - Qld)",0,0,0,0,0,0,0,0,0,0,0,0,
"Montrose (Western Downs - Qld)",0,0,0,4,7,22,0,9,0,8,15,65,
"Montville",44,29,173,100,150,235,0,33,26,56,121,971,
"Moodlu",0,8,16,18,64,76,0,39,13,31,56,320,
"Mooga",0,0,0,0,8,6,0,0,3,3,0,21,
"Moogerah",3,0,23,20,39,51,0,13,3,41,42,232,
"Moola",0,5,7,4,18,40,0,9,6,13,18,121,
"Moolboolaman",4,5,7,17,62,135,0,46,19,64,71,439,
"Mooloo",0,0,11,14,33,37,0,14,0,7,28,142,
"Mooloolaba",201,115,906,678,1256,2220,5,313,195,928,914,7736,
"Mooloolah Valley",57,48,278,283,623,838,4,145,83,231,736,3325,
"Moombra",0,0,3,0,0,4,0,0,3,0,0,11,
"Moombria",0,0,0,0,0,0,0,0,0,0,0,0,
"Moomin",0,0,0,5,28,42,0,11,4,14,22,135,
"Moondooner",0,0,0,0,10,18,0,11,0,8,9,57,
"Moonford",0,0,13,12,27,41,0,11,9,18,35,163,
"Moongan",0,0,8,11,14,35,0,23,0,13,22,118,
"Moonie",0,0,10,14,23,63,0,8,3,28,52,192,
"Moorang",0,0,7,5,7,17,0,0,0,0,5,48,
"Moore",0,0,7,18,36,91,0,30,10,51,57,297,
"Moore Park Beach",25,28,126,175,441,724,0,183,83,345,517,2646,
"Moores Pocket",0,3,25,39,163,222,0,74,21,99,90,741,
"Moorina (Qld)",5,0,29,31,74,126,0,30,5,38,81,414,
"Moorland (Qld)",0,5,18,14,51,87,0,17,4,38,35,271,
"Mooroobool",130,82,656,506,1085,1872,10,435,238,726,1478,7221,
"Moorooka",667,294,1863,774,1196,2407,8,455,268,657,1777,10366,
"Moraby",0,0,4,0,5,7,0,4,0,3,8,44,
"Moranbah",92,71,655,375,1606,2043,3,247,139,1002,2500,8735,
"Morayfield",153,136,958,1337,3910,6491,14,1385,492,1573,4943,21391,
"Moregatta",0,0,0,0,0,3,0,0,0,0,0,9,
"Morella",0,0,0,0,8,18,0,0,0,5,5,34,
"Moresby (Qld)",0,0,8,4,23,46,0,8,4,11,37,148,
"Moreton Bay",0,0,0,0,0,0,0,0,0,0,0,0,
"Moreton Island",8,6,38,24,43,38,0,7,6,69,19,246,
"Morgan Park",0,0,6,3,16,29,0,13,4,3,12,84,
"Morganville",0,0,11,0,12,49,0,17,5,9,21,113,
"Morinish",0,0,3,0,4,37,0,6,4,10,18,95,
"Morinish South",0,0,0,0,0,3,0,0,0,0,0,3,
"Morningside",576,308,2234,937,1211,2312,3,314,243,672,1676,10481,
"Mornington (Qld)",34,16,185,90,269,436,5,109,19,213,372,1759,
"Morton Vale",0,0,0,7,21,33,0,25,0,39,22,141,
"Morven (Qld)",0,7,7,9,32,69,0,30,6,15,29,202,
"Morwincha",0,0,0,3,0,12,0,3,0,3,8,30,
"Mosman Park (Qld)",0,5,27,17,53,123,0,23,9,51,79,380,
"Mosquito Creek",0,0,0,4,0,0,0,0,0,0,5,19,
"Mossman",18,22,95,93,326,505,0,131,44,321,384,1940,
"Mossman Gorge",3,0,22,10,23,57,0,26,9,50,46,248,
"Mothar Mountain",9,4,31,55,90,157,0,41,10,50,89,534,
"Motley",0,0,0,0,0,6,0,3,0,0,0,8,
"Mount Abundance",0,0,8,17,16,66,0,12,4,21,49,187,
"Mount Alford",3,8,18,20,40,75,0,40,6,24,35,268,
"Mount Alma",0,0,3,3,3,14,0,6,0,11,9,49,
"Mount Archer (Rockhampton - Qld)",0,0,18,9,14,22,0,3,0,12,5,80,
"Mount Archer (Somerset - Qld)",0,5,17,30,46,68,0,26,12,44,51,304,
"Mount Barney",0,0,0,3,0,3,0,0,0,7,4,26,
"Mount Beppo",0,4,13,15,42,60,0,34,10,9,35,216,
"Mount Berryman",0,0,4,12,13,25,0,14,0,11,25,108,
"Mount Bindango",0,0,0,0,0,11,0,0,0,0,11,32,
"Mount Binga",0,0,10,7,12,12,0,6,0,4,16,65,
"Mount Britton",0,0,0,0,0,0,0,0,0,9,0,11,
"Mount Byron",0,0,3,3,0,0,0,6,0,0,0,18,
"Mount Carbine",0,0,5,0,18,30,0,12,0,22,9,103,
"Mount Chalmers",0,0,4,8,32,86,0,36,3,31,41,240,
"Mount Charlton",0,0,11,10,28,39,0,10,10,23,18,148,
"Mount Colliery",0,0,3,3,17,43,0,16,5,16,8,107,
"Mount Coolon",0,0,4,3,8,13,0,9,0,3,14,63,
"Mount Coolum",124,88,537,422,731,1041,0,153,98,249,824,4264,
"Mount Coot-tha",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Cotton",159,97,713,607,1211,1665,0,174,117,245,1845,6834,
"Mount Crosby",117,33,291,171,217,388,0,49,33,63,469,1834,
"Mount Darry",0,0,0,0,5,19,0,6,0,0,5,36,
"Mount Debateable",0,0,3,0,12,15,0,3,3,10,9,47,
"Mount Delaney",0,0,4,4,11,23,0,4,0,12,24,86,
"Mount Edwards",0,0,0,6,10,23,0,6,0,15,5,66,
"Mount Elliot (Qld)",0,0,0,0,0,0,0,0,0,8,0,8,
"Mount Emlyn",0,0,0,0,5,0,0,0,0,0,5,16,
"Mount Enniskillen",0,0,3,0,4,4,0,0,0,0,4,20,
"Mount Forbes",0,0,13,8,44,65,0,18,6,43,65,264,
"Mount Fox",0,0,4,0,16,24,0,3,0,11,15,84,
"Mount French",0,3,12,3,12,20,0,7,3,8,14,92,
"Mount Gardiner",0,0,0,0,0,6,0,0,0,18,3,31,
"Mount Garnet",0,8,8,11,51,140,0,56,15,85,61,427,
"Mount Gipps",0,0,4,0,0,4,0,0,0,0,0,11,
"Mount Glorious",29,11,66,26,26,58,0,0,12,25,37,294,
"Mount Gravatt",205,79,607,254,383,791,0,146,87,243,575,3365,
"Mount Gravatt East",653,295,2097,897,1286,2741,6,545,260,875,2186,11840,
"Mount Hallen",0,0,22,33,88,120,0,34,18,50,90,455,
"Mount Howe",0,0,0,0,0,3,0,0,0,0,0,0,
"Mount Hutton (Qld)",0,0,4,5,7,13,0,0,5,0,3,28,
"Mount Irving",0,0,0,0,4,8,0,0,0,0,6,21,
"Mount Isa",9,0,23,0,9,20,0,12,0,7,25,113,
"Mount Isa City",3,0,17,5,17,17,0,0,6,23,6,98,
"Mount Jukes",5,7,13,22,78,104,0,32,12,47,82,398,
"Mount Julian",4,3,19,46,106,136,0,29,15,41,99,489,
"Mount Kelly",0,0,9,7,62,110,0,16,8,12,50,278,
"Mount Kilcoy",0,0,12,15,34,80,0,22,8,35,50,265,
"Mount Kynoch",3,3,28,16,33,54,0,3,0,30,61,242,
"Mount Larcom",0,0,24,15,56,111,0,48,9,22,79,362,
"Mount Lawless",0,0,0,0,4,7,0,0,0,0,3,12,
"Mount Lindesay (Qld)",0,0,0,0,0,0,0,0,0,0,4,6,
"Mount Lofty",198,119,627,297,439,849,0,157,84,309,703,3770,
"Mount Louisa",130,87,838,620,1633,2383,4,337,133,524,2140,8828,
"Mount Low",33,36,295,298,962,1174,0,165,97,282,1299,4656,
"Mount Luke",0,0,3,6,4,9,0,0,0,4,8,39,
"Mount Macarthur",0,0,0,0,6,5,0,0,0,0,0,18,
"Mount Mackay",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Maria",5,0,5,15,50,60,0,20,11,15,24,196,
"Mount Marlow",0,0,0,7,30,33,0,9,0,14,32,135,
"Mount Marrow",0,0,13,15,25,39,0,21,3,19,54,193,
"Mount Marshall",3,0,18,20,48,63,0,27,6,21,42,242,
"Mount Martin",0,0,10,4,44,55,0,18,3,23,31,184,
"Mount Mceuen",0,0,0,3,4,12,0,3,4,4,0,35,
"Mount Mee",10,9,48,31,82,114,0,30,13,65,80,488,
"Mount Mellum",19,12,58,31,70,118,0,21,9,33,65,442,
"Mount Moffatt",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Molar",0,3,10,12,23,35,0,4,3,7,24,120,
"Mount Molloy",4,0,15,16,41,63,0,14,5,51,39,253,
"Mount Morgan",7,3,61,78,259,630,0,311,65,245,304,1963,
"Mount Moriah",0,0,0,0,0,0,0,0,0,0,3,12,
"Mount Mort",0,0,3,0,17,24,0,4,0,28,9,91,
"Mount Mulgrave",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Mulligan",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Murchison",0,0,6,8,27,50,0,13,0,17,36,156,
"Mount Nathan",22,28,113,104,218,309,0,53,30,73,262,1216,
"Mount Nebo",38,19,98,26,35,69,0,8,8,49,64,420,
"Mount Ommaney",186,62,529,212,170,571,0,79,62,142,346,2362,
"Mount Ossa",4,0,8,3,37,72,0,19,0,30,44,226,
"Mount Pelion",0,0,3,7,21,51,0,12,3,12,20,123,
"Mount Perry",5,0,21,19,61,136,0,74,8,119,94,538,
"Mount Peter",5,0,8,12,17,18,0,3,0,14,19,89,
"Mount Pleasant (Mackay - Qld)",66,47,412,273,801,1253,4,347,98,372,775,4448,
"Mount Pleasant (Moreton Bay - Qld)",5,8,39,35,50,63,0,15,6,47,73,335,
"Mount Pluto",0,0,0,0,3,0,0,0,0,0,0,7,
"Mount Rascal",21,4,38,41,65,77,0,16,16,53,142,463,
"Mount Rooper",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Samson",24,14,105,48,73,139,0,19,15,21,140,596,
"Mount Sheridan (Qld)",138,99,737,627,1365,2293,3,371,193,500,1951,8275,
"Mount St John",0,0,9,6,12,29,0,9,0,0,4,65,
"Mount Stanley",0,0,0,0,0,3,0,0,0,0,4,10,
"Mount Steadman",0,0,0,0,0,9,0,0,0,0,0,3,
"Mount Stuart (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,
"Mount Sturt",0,0,0,0,0,6,0,0,0,5,0,22,
"Mount Surprise",0,0,7,6,35,47,0,15,7,28,21,167,
"Mount Surround",0,0,6,9,28,52,0,18,0,7,13,144,
"Mount Sylvia",0,0,4,0,20,28,0,10,4,13,24,104,
"Mount Tabor",0,0,9,7,13,20,0,8,0,4,11,77,
"Mount Tarampa",3,9,15,13,56,142,0,47,9,73,115,484,
"Mount Tom",0,0,0,0,10,13,0,10,0,6,5,46,
"Mount Tully",0,3,10,11,16,28,0,6,4,12,22,119,
"Mount Tyson",0,0,18,10,32,111,0,27,0,24,63,284,
"Mount Urah",0,0,0,3,7,8,0,0,0,8,0,24,
"Mount Walker (Qld)",0,0,10,5,28,34,0,11,6,17,29,135,
"Mount Walker West",0,0,0,0,3,8,0,3,0,3,0,19,
"Mount Warren Park",60,49,348,400,1013,1764,6,394,143,406,1204,5789,
"Mount Whitestone",0,0,15,11,11,39,0,21,5,11,42,151,
"Mount Wyatt",0,0,3,0,9,20,0,0,0,6,7,49,
"Mountain Camp",0,0,0,4,8,5,0,3,0,0,8,26,
"Mountain Creek (Qld)",229,155,1148,952,1857,3007,8,381,259,584,2673,11255,
"Moura",16,14,101,74,278,492,3,145,36,215,406,1786,
"Mourilyan",4,0,26,33,92,167,0,57,10,64,117,573,
"Mourilyan Harbour",0,0,9,10,23,53,0,15,0,24,28,156,
"Mowbray (Qld)",10,4,28,34,58,63,0,8,6,50,64,325,
"Mowbullan",0,0,0,0,0,3,0,3,0,0,0,12,
"Moy Pocket",0,0,13,13,16,30,0,3,0,4,33,112,
"Mp Creek",0,0,0,6,0,10,0,10,4,0,10,37,
"Muckadilla",0,0,3,6,8,14,0,3,0,7,7,52,
"Mudgeeraba",330,218,1287,1170,2163,3485,0,564,345,902,3148,13618,
"Mudjimba",53,40,263,202,504,695,0,77,55,159,498,2540,
"Mudlo",0,0,0,0,0,0,0,0,0,3,5,7,
"Muirlea",3,4,7,10,33,48,0,18,7,27,38,193,
"Mulambin",0,12,52,54,158,238,0,31,23,101,247,921,
"Mulara",0,0,6,4,13,20,0,9,0,18,15,90,
"Muldu",0,0,0,0,0,0,0,0,0,0,5,4,
"Mulgildie",0,0,8,9,26,56,0,22,5,11,34,175,
"Mulgowie",0,8,16,8,21,54,0,20,5,22,33,178,
"Mulgrave (Qld)",0,0,0,0,0,9,0,0,0,0,7,22,
"Mullett Creek",0,0,5,0,11,23,0,9,3,21,13,82,
"Munbilla",0,0,7,6,16,35,0,12,0,5,23,103,
"Munbura",7,0,6,8,24,27,0,12,0,15,13,116,
"Munderra",0,0,0,0,0,0,0,0,0,0,0,0,
"Mundingburra",107,68,435,261,465,980,5,245,55,405,600,3625,
"Mundoo",0,0,4,14,58,71,0,10,5,17,44,223,
"Mundoolun",17,20,96,110,258,394,0,57,33,162,399,1550,
"Mundowran",0,0,8,4,21,37,0,12,0,14,28,127,
"Mundubbera",13,6,83,67,123,399,0,139,32,170,228,1257,
"Mungabunda",0,0,6,0,11,32,0,7,5,3,19,74,
"Mungallala",0,0,14,11,13,44,0,16,7,10,29,136,
"Mungallala South",0,0,0,5,3,8,0,4,0,0,0,27,
"Mungalli",0,3,3,0,6,13,0,4,4,3,6,43,
"Mungar",0,6,16,12,49,86,0,32,10,40,65,311,
"Mungindi (Qld)",3,0,12,18,19,36,0,18,0,13,36,152,
"Mungungo",0,0,11,4,9,20,0,11,0,5,16,78,
"Mungy",0,0,0,0,0,0,0,0,0,0,0,8,
"Muniganeen",0,0,0,7,7,13,0,6,0,6,15,58,
"Munna Creek",0,0,3,0,0,6,0,0,0,9,7,25,
"Munro Plains",0,0,3,7,10,24,0,11,0,15,17,76,
"Munruben",28,24,149,185,584,921,0,168,86,161,566,2870,
"Murarrie",171,76,636,342,574,1059,4,179,96,301,864,4301,
"Murgon",19,23,113,121,303,639,0,329,57,296,472,2380,
"Murphys Creek (Qld)",14,13,49,34,98,158,0,44,16,55,143,633,
"Murray",3,4,36,49,216,552,0,3,14,616,0,1490,
"Murray Upper",0,3,8,0,37,75,0,22,10,45,59,268,
"Murrays Bridge",0,0,12,11,15,31,0,11,4,9,24,104,
"Murrigal",0,0,5,7,13,30,0,9,0,7,28,90,
"Murrumba",0,0,0,0,0,5,0,0,0,0,4,13,
"Murrumba Downs",192,130,899,915,1709,3039,0,534,260,612,2395,10680,
"Murweh",0,0,0,0,0,0,0,0,0,0,0,0,
"Mutarnee",0,0,0,3,17,36,0,23,5,15,15,114,
"Mutchilba",4,0,23,22,72,154,5,46,7,55,106,495,
"Mutdapilly",3,4,14,24,43,99,0,33,4,23,56,309,
"Muttaburra",0,0,5,0,20,26,0,9,0,10,19,88,
"Myall Park (Qld)",0,0,3,0,6,4,0,0,0,5,5,18,
"Myrtlevale",0,0,0,8,38,58,0,3,4,17,35,158,
"Mysterton",40,21,133,53,118,211,0,41,15,34,146,809,
"Nahrunda",0,4,9,14,31,59,0,9,7,20,39,192,
"Nambour",118,126,796,767,1908,3162,12,810,277,1122,2085,11186,
"Nanango",18,15,159,152,502,1003,0,479,95,536,641,3594,
"Nandi",0,0,7,4,17,32,0,14,3,6,30,111,
"Nandowrie",0,0,0,4,5,18,0,6,0,3,12,45,
"Nangram",0,0,0,4,0,0,0,0,0,0,0,7,
"Nangwee",0,0,4,0,9,19,0,3,0,0,15,51,
"Nankin",0,5,12,8,36,40,0,10,5,15,40,172,
"Nanum",17,10,80,56,186,192,6,17,20,83,258,921,
"Narangba",217,221,1332,1456,3381,5074,7,722,366,827,4972,18575,
"Narbethong (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,
"Narko",0,0,0,5,3,3,0,0,0,0,3,19,
"Nathan",66,27,155,87,136,443,0,20,24,97,128,1182,
"Natural Bridge",4,3,13,4,9,23,0,9,0,26,18,105,
"Nearum",0,0,0,0,0,0,0,0,0,3,0,9,
"Nebine",0,0,3,0,0,9,0,3,0,5,0,15,
"Nebo",6,0,27,29,153,180,0,41,15,145,155,755,
"Neerdie",0,0,12,4,16,40,0,7,0,12,8,111,
"Nelly Bay",46,19,129,84,196,274,0,50,29,212,150,1197,
"Nerada",0,3,0,8,24,31,0,3,0,3,21,96,
"Nerang",238,171,1163,1273,2894,4957,14,1093,463,1527,3068,16862,
"Neranwood",4,3,6,7,12,21,0,0,0,5,12,69,
"Nerimbera",0,0,7,13,64,81,0,24,8,40,46,294,
"Netherby (Qld)",0,0,5,4,6,9,0,5,0,8,3,33,
"Netherdale",0,0,3,10,24,22,0,8,0,11,34,113,
"Neumgna",0,0,4,0,0,5,0,0,0,0,0,14,
"Neurum",0,0,5,4,26,46,0,12,0,25,16,140,
"Neusa Vale",0,0,0,5,11,20,0,3,0,7,8,54,
"Nevilton",0,0,0,0,4,14,0,0,0,7,3,34,
"New Auckland",72,38,378,246,982,1438,6,269,86,325,1243,5086,
"New Beith",34,44,251,289,815,1125,5,145,98,147,1113,4080,
"New Chum",0,0,0,0,0,0,0,0,0,0,0,0,
"New Farm",1114,417,3156,863,889,2411,5,345,304,1957,1088,12542,
"New Harbourline",0,3,7,15,45,63,0,13,0,15,38,196,
"New Mapoon",0,0,4,16,34,123,0,39,0,30,128,388,
"New Moonta",0,0,7,0,7,22,0,12,0,11,9,62,
"Newell",4,4,32,18,73,88,0,27,11,31,54,340,
"Newlands (Qld)",0,0,0,0,7,25,0,4,0,13,18,67,
"Newmarket",369,146,1182,336,460,1161,0,136,90,352,750,4978,
"Newport (Qld)",81,59,336,298,531,832,6,136,87,154,441,2964,
"Newstead (Qld)",170,58,608,183,173,432,0,23,54,389,93,2192,
"Newtown (Ipswich - Qld)",44,21,146,115,240,400,0,104,36,155,356,1616,
"Newtown (Toowoomba - Qld)",156,96,731,539,1563,2761,9,856,192,921,1771,9596,
"Ngatjan",0,0,0,0,0,0,0,0,0,0,0,0,
"Nicholson (Qld)",0,0,0,0,0,0,0,0,0,0,0,0,
"Nikenbah",10,6,60,32,103,162,0,40,17,47,179,662,
"Nindaroo",10,5,22,11,43,52,0,16,0,23,47,239,
"Ninderry",22,21,136,102,212,268,0,50,28,43,207,1089,
"Nindooinbah",0,0,3,3,10,30,0,4,3,14,14,80,
"Nine Mile (Qld)",0,0,10,4,10,23,0,5,0,0,23,78,
"Nine Mile Creek",0,0,0,0,4,5,0,0,0,6,0,19,
"Ningi",30,25,217,303,870,1315,3,292,103,462,1056,4672,
"Nive",0,0,0,5,10,4,0,0,0,0,10,30,
"No 4 Branch",4,0,6,3,16,13,0,4,0,10,13,67,
"No 5 Branch",0,0,0,0,3,0,0,0,0,0,0,7,
"No 6 Branch",0,0,4,6,5,13,0,7,0,12,3,48,
"Noah",0,0,0,0,0,0,0,0,0,0,0,0,
"Nobby",11,6,27,42,98,161,0,49,12,46,114,562,
"Nockatunga",0,0,6,0,0,0,0,0,0,0,0,8,
"Nome",17,11,74,66,214,311,0,85,18,91,129,1021,
